t,xN,yN,xGR,yGR,rN,rGR,aN,eN,omegaN,fN,hN,EN,aGR,eGR,omegaGR,fGR,hGR,EGR
12999120.6179685,-165927080512061.6,236094961451112.6,-163726198027356.2,259301739914343.9,288569968759499.5,306665388074851.2,295333938206668.7,0.5999999999999672,8.202463975724241e-14,2.183397715253489,5.00851580674884e+21,-224688794684219,381616894112879.4,0.6879662727984381,0.03861736664804681,2.095375781353414,5.16486330057509e+21,-173887025518769.9
13042888.70085728,-166875077432445.3,236122711874887.1,-164706343000351.8,259473323408350.6,289138766911729.7,307334646574583.3,295333938206668.9,0.5999999999999672,8.287366264334504e-14,2.186025010330637,5.008515806748841e+21,-224688794684218.8,381692384962904.2,0.6880098742863459,0.03874643162985009,2.097645267481671,5.16507993571461e+21,-173852634265808.6
13086656.78374606,-167821319213523.9,236147978821053.5,-165685105884612.3,259642672183169.3,289706511980376.9,308003038183736,295333938206669.1,0.599999999999967,8.357686601844785e-14,2.18864199830981,5.008515806748842e+21,-224688794684218.7,381767269712946.2,0.6880530263662361,0.03887470866386818,2.099905224593609,5.165295359633787e+21,-173818532570629.4
13130424.86663483,-168765806259920.1,236170776597662.3,-166662487203795,259809799166892.8,290273204208214.5,308670562872613.9,295333938206669.1,0.5999999999999671,8.33968053902338e-14,2.191248758656128,5.008515806748842e+21,-224688794684218.7,381841554558465.1,0.6880957344017551,0.03900220401151679,2.1021557260916,5.165509581913587e+21,-173784717280789.5
13174192.94952361,-169708539010875.8,236191119401027.6,-167638487513106.8,259974717183609.7,290838843858787.9,309337220635312.3,295333938206669.1,0.5999999999999673,8.348984701919231e-14,2.193845370025123,5.008515806748843e+21,-224688794684218.7,381915245620358.2,0.6881380036822063,0.03912892387876814,2.10439684461019,5.165722612040678e+21,-173751185285133.2
13217961.03241239,-170649517939489.9,236209021316825.1,-168613107398599.1,260137438954444.8,291403431215956.4,310003011489225.8,295333938206669.3,0.599999999999967,8.428481078971994e-14,2.196431910272871,5.008515806748844e+21,-224688794684218.5,381988348945943.6,0.6881798394237104,0.03925487441656448,2.10662865202606,5.165934459408454e+21,-173717933513177.8
13261729.11530117,-171588743551969.6,236224496321178.4,-169586347476476,260297977098588.6,291966966583444.2,310667935474566.6,295333938206669.2,0.5999999999999669,8.387614483778277e-14,2.199008456465967,5.008515806748844e+21,-224688794684218.6,382060870509934.1,0.6882212467703455,0.0393800617212442,2.108851219467841,5.166145133318057e+21,-173684958934507.3
13305497.19818995,-172526216386896.8,236237558281733,-170558208392417.1,260456344134313.8,292529450284400.4,311331992653892.3,295333938206669.1,0.5999999999999671,8.335178621257613e-14,2.201575084891367,5.008515806748844e+21,-224688794684218.7,382132816215395,0.6882622307952698,0.03950449183496126,2.111064617325784,5.16635464297938e+21,-173652258558176.7
13349265.28107873,-173461937014509.1,236248220958718.9,-171528690820912.8,260612552479981.5,293090882660967.8,311995183111642.6,295333938206669.1,0.5999999999999671,8.330286227341288e-14,2.204131871066084,5.008515806748843e+21,-224688794684218.7,382204191894692.2,0.6883027965018232,0.03962817074611262,2.113268915261267,5.166562997512077e+21,-173619829432126
13393033.3639675,-174395906035995.1,236256498006001.7,-172497795464614.1,260766614455036.5,293651264073859.4,312657506953684.9,295333938206669,0.599999999999967,8.280934858363415e-14,2.20667888974675,5.008515806748842e+21,-224688794684218.8,382275003310425.2,0.6883429488246127,0.0397511043897605,2.11546418221618,5.166770205946545e+21,-173587668642602.8
13436801.44685628,-175328124082803.2,236262402972121.4,-173465523053694.1,260918542280990.2,294210594901944.2,313318964306868.2,295333938206669,0.5999999999999671,8.247844101909761e-14,2.20921621493904,5.008515806748841e+21,-224688794684218.8,382345256156347.8,0.6883826926305763,0.03987329864805612,2.117650486422154,5.1669762772249e+21,-173555773313596.3
13480569.52974506,-176258591815964.1,236265949301321.3,-174431874345223.5,261068348082393.7,294768875541840.7,313979555318587.1,295333938206668.9,0.5999999999999672,8.273579877597835e-14,2.211743919906961,5.008515806748842e+21,-224688794684218.8,382414956058278.6,0.6884220327200317,0.0399947593506662,2.119827895409657,5.167181220201944e+21,-173524140606277
13524337.61263384,-177187309925426.4,236267150334564.2,-175396850122557.4,261216043887799.2,295326106407518.1,314639280156352.2,295333938206668.9,0.599999999999967,8.277162351430903e-14,2.214262077182008,5.008515806748841e+21,-224688794684218.8,382484108574996.9,0.688460973827707,0.04011549227519798,2.121996476016954,5.167385043646134e+21,-173492767718449.1
13568105.69552262,-178114279129405.8,236266019310538.4,-176360451194735,261361641630711.6,295882287929905.7,315298139007370.3,295333938206668.9,0.5999999999999672,8.249561591632621e-14,2.216770758572195,5.008515806748841e+21,-224688794684218.8,382552719199127.3,0.6884995206237522,0.04023550314762198,2.124156294398928,5.167587756240507e+21,-173461651884008.8
13611873.7784114,-179039500173746.5,236262569366652.4,-177322678395890.8,261505153150528,296437420556510,315956132078131.4,295333938206668.9,0.5999999999999673,8.296677517855838e-14,2.219270035170953,5.008515806748842e+21,-224688794684218.8,382620793358012.6,0.6885376777147358,0.04035479764269878,2.126307416035779,5.16778936658364e+21,-173430790372413.4
13655641.86130017,-179962973831294.8,236256813540018.6,-178283532584678.4,261646590193468.5,296991504751039,316613259594005.2,295333938206669,0.5999999999999672,8.253493297127608e-14,2.221759977365905,5.008515806748841e+21,-224688794684218.8,382688336414575.6,0.6885754496446229,0.04047338138440359,2.128449905741579,5.16798988319056e+21,-173400180488157.1
13699409.94418895,-180884700901286.2,236248764768426.7,-179243014643704.2,261785964413495.1,297544540993033.8,317269521798843.6,295333938206668.8,0.5999999999999672,8.211544129378566e-14,2.224240654847515,5.00851580674884e+21,-224688794684218.9,382755353668166.6,0.6886128408957383,0.0405912599463461,2.130583827672715,5.168189314493664e+21,-173369819570257.1
13743178.02707773,-181804682208743.3,236238435891305.8,-180201125478973.9,261923287373220.9,298096529777508.1,317924918954591.9,295333938206668.6,0.5999999999999673,8.151046027491953e-14,2.226712136617617,5.00851580674884e+21,-224688794684219,382821850355402.6,0.6886498558897127,0.04070843885219756,2.132709245336195,5.168387668843633e+21,-173339704991746.4
13786946.10996651,-182722918603886,236225839650676.6,-181157866019349,262058570544809.5,298647471614593.6,318579451340907,295333938206668.9,0.5999999999999672,8.271929395144271e-14,2.229174490997818,5.008515806748841e+21,-224688794684218.8,382887831650994,0.6886864989884131,0.04082492357611133,2.134826221597834,5.168584954510321e+21,-173309834159175.3
13830714.19285529,-183639410961552.4,236210988692092.7,-182113237216014.4,262191825310863.6,299197367029193.4,319233119254783.4,295333938206668.9,0.5999999999999673,8.254037944810188e-14,2.231627785637798,5.008515806748841e+21,-224688794684218.8,382953302668556.9,0.6887227744948572,0.0409407195431406,2.136934818690326,5.168781179683636e+21,-173280204512121.8
13874482.27574407,-184554160180633,236193895565572.1,-183067240041956.7,262323062965304.2,299746216560641.8,319885923010185.5,295333938206668.9,0.5999999999999672,8.303139323894108e-14,2.234072087523469,5.008515806748841e+21,-224688794684218.8,383018268461421.7,0.6887586866541135,0.04105583212966597,2.139035098221181,5.168976352474438e+21,-173250813522707.2
13918250.35863284,-185467167183513.2,236174572726518.1,-184019875491452.5,262452294714239.8,300294020762369.9,320537862937687.7,295333938206668.9,0.5999999999999673,8.290861715509334e-14,2.236507462985046,5.008515806748842e+21,-224688794684218.8,383082734023421.7,0.6887942396541855,0.04117026666380481,2.141127121180564,5.169170480915378e+21,-173221658695123.7
13962018.44152162,-186378432915529.1,236153032536629.9,-184971144579567,262579531676826.2,300840780201579.4,321188939384120.8,295333938206668.9,0.5999999999999673,8.227723533754517e-14,2.238933977704984,5.00851580674884e+21,-224688794684218.8,383146704289676.7,0.6888294376268811,0.04128402842583388,2.143210947949005,5.169363572961775e+21,-173192737565165.4
14005786.5244104,-187287958344432,236129287264804.5,-185921048341662.6,262704784886115.9,301386495458921.1,321839152712225.6,295333938206668.9,0.5999999999999673,8.290887352080623e-14,2.24135169672581,5.008515806748842e+21,-224688794684218.8,383210184137366.2,0.6888642846486679,0.04139712264860555,2.145286638304998,5.16955563649246e+21,-173164047699768.6
14049554.60729918,-188195744459865,236103349088026.8,-186869587832917.2,262828065289899.1,301931167128180.9,322488503300312.8,295333938206669.1,0.5999999999999673,8.335755368529189e-14,2.243760684457857,5.008515806748842e+21,-224688794684218.7,383273178386488.4,0.6888987847415142,0.04150955451796027,2.147354251432493,5.169746679310608e+21,-173135586696560.1
14093322.69018796,-189101792272848.3,236075230092252.1,-187816764127851.5,262949383751534.3,302474795815970.8,323136991541929,295333938206669.1,0.5999999999999672,8.365895986148726e-14,2.246161004686871,5.008515806748843e+21,-224688794684218.6,383335691800610.9,0.6889329418737155,0.04162132917314035,2.149413845928273,5.169936709144579e+21,-173107352183411.4
14137090.77307674,-190006102815275.3,236044942273276.9,-188762578319866.6,263068751050770.5,303017382141427,323784617845530.2,295333938206669,0.5999999999999672,8.340358900066477e-14,2.248552720581528,5.008515806748843e+21,-224688794684218.8,383397729087610.6,0.6889667599607077,0.04173245170720027,2.15146547980923,5.170125733648726e+21,-173079341818001.3
14180858.85596551,-190908677139418.8,236012497537602,-189707031520790,263186177884559.3,303558926735913.1,324431382634160.3,295333938206669.1,0.5999999999999671,8.349670931596019e-14,2.250935894700834,5.008515806748843e+21,-224688794684218.6,383459294900405.2,0.6890002428658666,0.04184292716741687,2.153509210519529,5.170313760404212e+21,-173051553287383.6
14224626.93885429,-191809516317445.5,235977907703284.9,-190650124860430.8,263301674867859.2,304099430242729.1,325077286345136.2,295333938206669.2,0.5999999999999672,8.37707090725236e-14,2.253310589001431,5.008515806748843e+21,-224688794684218.6,383520393837671.1,0.6890333944012944,0.04195276055569558,2.155545094937669,5.170500796919806e+21,-173023984307564.1
14268395.02174307,-192708621440941.5,235941184500783.6,-191591859486143.2,263415252534429.3,304638893316826.6,325722329429738.7,295333938206669.1,0.5999999999999672,8.325928867396439e-14,2.2556768648448,5.008515806748843e+21,-224688794684218.7,383581030444554,0.6890662183285914,0.04206195682897658,2.157573189383442,5.170686850632683e+21,-172996632623082.7
14312163.10463185,-193605993620445.7,235902339573790.7,-192532236562399.7,263526921337616.3,305177316624529.1,326366512352909.8,295333938206669.1,0.5999999999999673,8.296754390714916e-14,2.258034783004359,5.008515806748842e+21,-224688794684218.7,383641209213369.5,0.6890987183596184,0.04217052089963762,2.159593549624791,5.1708719289092e+21,-172969496006602.3
14355931.18752063,-194501633984992.9,235861384480059.1,-193471257270371.6,263636691651130.3,305714700843257.4,327009835592955,295333938206669.2,0.5999999999999672,8.422767399069215e-14,2.260384403672465,5.008515806748846e+21,-224688794684218.5,383700934584294.1,0.6891308981572429,0.0422784576358977,2.161606230884571,5.171056039045678e+21,-172942572258504.5
14399699.27040941,-195395543681666,235818330692217.8,-194408922807518.4,263744573769813.9,306251046661261.2,327652299641251.5,295333938206669.3,0.5999999999999671,8.413181329413167e-14,2.262725786467333,5.008515806748844e+21,-224688794684218.5,383760210946044.5,0.689162761336075,0.04238577186221318,2.163611287847207,5.171239188269161e+21,-172915859206492.2
14443467.35329818,-196287723875155.9,235773189598579.7,-195345234387184.8,263850577910401.9,306786354777355.2,328293905001961.9,295333938206669.2,0.5999999999999671,8.440056269972061e-14,2.265058990439827,5.008515806748846e+21,-224688794684218.5,383819042636550.4,0.6891943114631904,0.04249246835967445,2.165608774665265,5.171421383738171e+21,-172889354705197.8
14487235.43618696,-197178175747331.1,235725972503939.8,-196280193238206.2,263954714212272.6,307320625900660.2,328934652191753.9,295333938206669.1,0.599999999999967,8.408334365795664e-14,2.267384074080198,5.008515806748844e+21,-224688794684218.6,383877433943616.3,0.6892255520588411,0.04259855186640458,2.167598744965917,5.171602632543466e+21,-172863056635797.6
14531003.51907574,-198066900496814.5,235676690630365.6,-197213800604521.8,264056992738191.1,307853860750350.2,329574541739523.9,295333938206669.1,0.599999999999967,8.37521853898111e-14,2.269701095324692,5.008515806748844e+21,-224688794684218.7,383935389105576.2,0.6892564865971564,0.0427040270779503,2.169581251857319,5.171782941708778e+21,-172836962905632.3
14574771.60196452,-198953899338569.2,235625355117977.8,-198146057744794.5,264157423475043.7,308386060055403.1,330213574186127.3,295333938206669.3,0.599999999999967,8.439640388604787e-14,2.272010111562093,5.008515806748846e+21,-224688794684218.5,383992912311934.1,0.689287118506829,0.04280889864766816,2.171556347934902,5.17196231819153e+21,-172811071447835.3
14618539.6848533,-199839173503492,235571977025723.7,-199076965932039.4,264256016334565.2,308917224554356.8,330851750084113,295333938206669.2,0.5999999999999669,8.416505220109494e-14,2.274311179640172,5.008515806748846e+21,-224688794684218.6,384050007704002.9,0.6893174511717926,0.04291317118711738,2.173524085287569,5.172140768883576e+21,-172785380220963.2
14662307.76774208,-200722724238014.8,235516567332141.2,-200006526453259.4,264352781154056.8,309447354995070.4,331489069997463.1,295333938206669.2,0.5999999999999668,8.381604483122422e-14,2.27660435587203,5.008515806748846e+21,-224688794684218.5,384106679375528.9,0.6893474879318866,0.0430168492664432,2.175484515503796,5.172318300611909e+21,-172759887208635.8
14706075.85063085,-201604552803713.4,235459136936115.2,-200934740609086.9,264447727697097.2,309976452134489.6,332125534501337.5,295333938206669.3,0.5999999999999667,8.453931358271441e-14,2.278889696042377,5.008515806748848e+21,-224688794684218.5,384162931373309.2,0.6893772320835118,0.04311993741475866,2.17743768967766,5.172494920139365e+21,-172734590419179.7
14749843.93351963,-202484660476924.3,235399696657625.3,-201861609713434.2,264540865654245.5,310504516738416.1,332761144181823.6,295333938206669.3,0.5999999999999667,8.432867816475526e-14,2.281167255413715,5.008515806748848e+21,-224688794684218.5,384218767697802.1,0.689406686880273,0.04322244012052648,2.179383658414773,5.172670634165326e+21,-172709487885278
14793612.01640841,-203363048548368.9,235338257238485.8,-202787135093149.2,264632204643735.8,311031549581282.8,333395899635690.2,295333938206669.1,0.5999999999999667,8.344291430338662e-14,2.283437088732435,5.008515806748844e+21,-224688794684218.7,384274192303727.8,0.689435855533613,0.04332436183193839,2.181322471838131,5.17284544932641e+21,-172684577663625.4
14837380.09929719,-204239718322784.5,235274829343077.6,-203711318087679.1,264721754212164.9,311557551445932.1,334029801470146.4,295333938206669.1,0.5999999999999667,8.365954245703882e-14,2.285699250234831,5.008515806748846e+21,-224688794684218.7,384329209100658.5,0.6894647412134354,0.04342570695728487,2.183254179593886,5.173019372197145e+21,-172659857834589.7
14881148.18218597,-205114671118562.4,235209423559071.7,-204634160048739.5,264809523835171.8,312082523123398.9,334662850302604.7,295333938206669,0.5999999999999667,8.266036814514566e-14,2.287953793653044,5.008515806748844e+21,-224688794684218.8,384383821953604.8,0.6894933470487161,0.04352647986533235,2.185178830857031,5.173192409290653e+21,-172635326501877.2
14924916.26507474,-205987908267393.8,235142050398145.3,-205555662339991.2,264895522918110.3,312606465412697.7,335295046760448.9,295333938206669.1,0.5999999999999667,8.347574564171616e-14,2.290200772220903,5.008515806748847e+21,-224688794684218.7,384438034683590.6,0.6895216761281074,0.04362668488569091,2.187096474337007,5.173364567059311e+21,-172610981792204.2
14968684.34796352,-206859431113921.7,235072720296690.6,-206475826336722.6,264979760796713.4,313129379120614.4,335926391480806.2,295333938206668.9,0.5999999999999668,8.260120380260844e-14,2.292440238679715,5.008515806748843e+21,-224688794684218.8,384491851068221.9,0.6895497315005304,0.04372632630918515,2.18900715828323,5.173535851895416e+21,-172586821854972.9
15012452.4308523,-207729241015399.5,235001443616514.9,-207394653425538.1,265062246737751.2,313651265061501,336556885110323.6,295333938206668.9,0.5999999999999669,8.292043983565998e-14,2.294672245283946,5.008515806748844e+21,-224688794684218.8,384545274842246.6,0.6895775161757578,0.04382540838821342,2.190910930490543,5.173706270131825e+21,-172562844861953.8
15056220.51374108,-208597339341356.9,234928230645534,-208312145004053.5,265142989939681,314172124057075.4,337186528304948.2,295333938206668.9,0.5999999999999666,8.288399048367172e-14,2.296896843806855,5.008515806748844e+21,-224688794684218.8,384598309698105.9,0.6896050331249876,0.04392393533711292,2.192807838304587,5.17387582804261e+21,-172539049006971.8
15099988.59662986,-209463727473271.3,234853091598457.4,-209228302480596.8,265221999533290.5,314691956936224.1,337815321729712.1,295333938206668.8,0.5999999999999667,8.219228424880363e-14,2.299114085546031,5.008515806748843e+21,-224688794684218.9,384650959286480.6,0.6896322852814076,0.04402191133252016,2.194697928627103,5.174044531843691e+21,-172515432505597.1
15143756.67951864,-210328406804246.3,234776036617467.2,-210143127273914.6,265299284582333.7,315210764534809.1,338443266058520.9,295333938206668.8,0.5999999999999667,8.254551900667204e-14,2.30132402132886,5.008515806748844e+21,-224688794684218.9,384703227216826.6,0.689659275540751,0.04411934051372209,2.196581247921155,5.174212387693453e+21,-172491993594842.2
15187524.76240741,-211191378738696,234697075772888.4,-211056620812884.8,265374854084160.5,315728547695478.9,339070361973946.8,295333938206668.9,0.5999999999999668,8.245448586891308e-14,2.30352670151793,5.008515806748843e+21,-224688794684218.8,384755117057907.1,0.6896860067618414,0.04421622698301975,2.198457842216276,5.174379401693394e+21,-172468730532862.1
15231292.84529619,-212052644692035.3,234616219063852.8,-211968784536234.7,265448716970338,316245307267482.4,339696610167024.3,295333938206668.8,0.5999999999999668,8.200769854203525e-14,2.305722176016345,5.008515806748842e+21,-224688794684218.9,384806632338310.6,0.6897124817671321,0.04431257480606529,2.20032775711356,5.174545579888703e+21,-172445641598660.9
15275060.92818497,-212912206090376.3,234533476418955.8,-212879619892264.7,265520882107267,316761044106486.9,340322011337051.6,295333938206668.6,0.5999999999999669,8.087074343227179e-14,2.307910494272987,5.00851580674884e+21,-224688794684219.1,384857776546971.5,0.6897387033432316,0.04440838801222426,2.202191037790659,5.174710928268903e+21,-172422725091800.3
15318829.01107375,-213770064370230.8,234448857696905.6,-213789128338577.1,265591358296789.7,317275759074399.6,340946566191393.5,295333938206668.6,0.5999999999999669,8.119884285100974e-14,2.310091705287687,5.008515806748841e+21,-224688794684219.1,384908553133673.9,0.6897646742414272,0.04450367059491384,2.204047729006728,5.174875452768433e+21,-172399979332115.9
15362597.09396253,-214626220978217.9,234362372687165.7,-214697311341810.6,265660154276792.1,317789453039191.9,341570275445290,295333938206668.7,0.5999999999999668,8.15578749481453e-14,2.31226585761635,5.008515806748842e+21,-224688794684219,384958965509553.1,0.6897903971781945,0.04459842651194342,2.2058978751073,5.175039159267232e+21,-172377402659435.6
15406365.17685131,-215480677370777.7,234274031110590.9,-215604170377379.7,265727278721799.3,318302126874727.8,342193139821667.1,295333938206668.8,0.5999999999999666,8.16349902073757e-14,2.314432999375992,5.008515806748843e+21,-224688794684218.9,385009017047590.1,0.6898158748357011,0.04469265968585862,2.207741520029087,5.175202053591342e+21,-172354993433303.4
15450133.25974008,-216333435013890.4,234183842620056,-216509706929219.8,265792740243564.7,318813781460595.4,342815160050951.8,295333938206668.9,0.5999999999999666,8.197249492224131e-14,2.31659317824972,5.008515806748844e+21,-224688794684218.8,385058711083100.1,0.6898411098623028,0.04478637400428021,2.209578707304715,5.175364141513483e+21,-172332750032706.4
15493901.34262886,-217184495382800.8,234091816801077.6,-217413922489536.3,265856547391651.9,319324417681941.6,343436336870890.4,295333938206668.8,0.5999999999999667,8.17046814180834e-14,2.318746441491646,5.008515806748843e+21,-224688794684218.9,385108050914210.4,0.6898661048730307,0.04487957332023303,2.211409480067403,5.175525428753619e+21,-172310670855807.3
15537669.42551764,-218033859961747.8,233997963172430.2,-218316818558559.3,265918708654011.5,319834036429309.8,344056671026370.2,295333938206668.9,0.5999999999999667,8.201875943857183e-14,2.320892835931727,5.008515806748843e+21,-224688794684218.8,385157039802335.1,0.6898908624500691,0.04497226145248046,2.213233881055567,5.175685920979531e+21,-172288754319680.7
15581437.50840642,-218881530243699.6,233902291186754.5,-219218396644303.2,265979232457550.6,320342638598480.8,344676163269244.2,295333938206668.7,0.5999999999999668,8.142393082332607e-14,2.323032407980557,5.008515806748842e+21,-224688794684219,385205680972642.4,0.6899153851432311,0.04506444218585284,2.215051952617369,5.175845623807372e+21,-172266998860052.7
15625205.5912952,-219727507730093.8,233804810231160.2,-220118658262330.4,266038127168696.4,320850225090317.2,345294814358159.9,295333938206668.6,0.5999999999999667,8.108007837798326e-14,2.325165203634078,5.008515806748841e+21,-224688794684219.1,385253977614515.6,0.689939675470419,0.04515611927157606,2.216863736715196,5.176004542802221e+21,-172245402931044.9
15668973.67418398,-220571793930582,233705529627821.8,-221017604935520.2,266095401093954.4,321356796810610.2,345912625058389.8,295333938206668.7,0.5999999999999666,8.144234237195313e-14,2.32729126847824,5.008515806748842e+21,-224688794684219,385301932882005.1,0.689963735918083,0.04524729642758703,2.218669274930093,5.176162683478627e+21,-172223965004923.9
15712741.75707275,-221414390362780.5,233604458634568,-221915238193842.2,266151062480458.8,321862354669929.3,346529596141667,295333938206668.7,0.5999999999999666,8.142587601191274e-14,2.329410647693599,5.008515806748842e+21,-224688794684219,385349549894280.2,0.6899875689416717,0.04533797733886317,2.220468608466111,5.17632005130115e+21,-172202683571851.2
15756509.83996153,-222255298552024,233501606445465.8,-222811559574133.7,266205119516519.2,322366899583475.4,347145728386022.4,295333938206668.7,0.5999999999999666,8.13603191159604e-14,2.331523386059848,5.008515806748842e+21,-224688794684219,385396831736066.6,0.6900111769660727,0.0454281656577347,2.222261778154618,5.176476651684898e+21,-172181557139640.6
15800277.92285031,-223094520031126,233396982191396.7,-223706570619881.7,266257580332159.7,322870432470936.6,347761022575625.3,295333938206668.6,0.5999999999999666,8.123679960261812e-14,2.333629527960296,5.008515806748842e+21,-224688794684219.1,385443781458085.9,0.6900345623860491,0.04551786500420095,2.224048824458544,5.176632489996049e+21,-172160584233516.7
15844046.00573909,-223932056340142.2,233290594940628.4,-224600272881009.3,266308452999652.5,323372954256346.2,348375479500627.3,295333938206668.7,0.5999999999999667,8.147407876834155e-14,2.335729117386284,5.008515806748842e+21,-224688794684219,385490402077482.7,0.6900577275666682,0.04560707896624265,2.225829787476564,5.176787571552377e+21,-172139763395878.7
15887814.08862787,-224767909026139.6,233182453699380,-225492667913666.3,266357745534046.4,323874465867944.7,348989099957008.4,295333938206668.8,0.5999999999999666,8.160031408591947e-14,2.337822197941542,5.008515806748843e+21,-224688794684218.9,385536696578248.5,0.6900806748437225,0.04569581110012885,2.227604706947235,5.176941901623758e+21,-172119093186067
15931582.17151665,-225602079642969.1,233072567412380,-226383757280023.6,266405465893688.9,324374968238042.3,349601884746427.1,295333938206668.8,0.5999999999999667,8.161659996049695e-14,2.339908812846497,5.008515806748842e+21,-224688794684218.9,385582667911641.2,0.6901034065241445,0.04578406493072786,2.22937362225306,5.17709548543269e+21,-172098572180133.4
15975350.25440542,-226434569751043.2,232960944963420.4,-227273542548071.8,266451621980742.8,324874462302886.8,350213834676071.7,295333938206668.8,0.5999999999999667,8.219799389151971e-14,2.341989004942512,5.008515806748844e+21,-224688794684218.9,385628318996595.6,0.6901259248864167,0.04587184395180727,2.23113657242452,5.17724832815479e+21,-172078198970615.1
16019118.3372942,-227265380917117.6,232847595175903.3,-228162025291424.2,266496221641697.9,325372949002531.4,350824950558516.4,295333938206668.8,0.5999999999999669,8.167193337887479e-14,2.344062816696085,5.008515806748842e+21,-224688794684218.9,385673652720130.6,0.6901482321809717,0.04595915162633774,2.232893596144033,5.177400434919293e+21,-172057972166311.7
16062886.42018298,-228094514714077,232732526813382.9,-229049207089122.6,266539272667875.9,325870429280707,351435233211577.8,295333938206668.8,0.5999999999999668,8.133617257476339e-14,2.346130290202975,5.008515806748841e+21,-224688794684218.9,385718671937748.9,0.6901703306305891,0.04604599138678733,2.234644731749866,5.177551810809539e+21,-172037890392066.8
16106654.50307176,-228921972720725.3,232615748580100.8,-229935089525448,266580782795931.2,326366904084695.9,352044683458175.9,295333938206668.8,0.5999999999999669,8.153645986371473e-14,2.348191467192298,5.008515806748842e+21,-224688794684218.9,385763379473833.1,0.6901922224307843,0.04613236663542029,2.236390017240002,5.177702460863461e+21,-172017952288551
16150422.58596054,-229747756521579.4,232497269121516.2,-230819674189734.4,266620759708345.7,326862374365208.4,352653302126196.6,295333938206668.7,0.599999999999967,8.142191863498901e-14,2.350246389030545,5.008515806748842e+21,-224688794684219,385807778122036.1,0.6902139097501917,0.04621828074459128,2.238129490275942,5.177852390074073e+21,-171998156512049.4
16194190.66884932,-230571867706667.3,232377097024830.7,-231702962676186.7,266659211033917.9,327356841076261.1,353261090048357.8,295333938206668.6,0.5999999999999669,8.113556058728453e-14,2.352295096725567,5.00851580674884e+21,-224688794684219,385851870645664.7,0.6902353947309426,0.04630373705703159,2.239863188186467,5.178001603389928e+21,-171978501734252.4
16237958.75173809,-231394307871330.1,232255240819507.2,-232584956583701.6,266696144348247.9,327850305175058.8,353868048062076.2,295333938206668.5,0.5999999999999669,8.037519296479557e-14,2.354337630930501,5.008515806748839e+21,-224688794684219.1,385895659778057.9,0.6902566794890368,0.0463887388861375,2.241591147971346,5.178150105715597e+21,-171958986642049.6
16281726.83462687,-232215078616027.4,232131708977783.2,-233465657515692.5,266731567174216.4,328342767621877.1,354474177009338.9,295333938206668.4,0.5999999999999668,8.048287909895975e-14,2.356374031947642,5.00851580674884e+21,-224688794684219.2,385939148222963.1,0.6902777661147057,0.0464732895162585,2.243313406304992,5.178297901912133e+21,-171939609937325.7
16325494.91751565,-233034181546147.1,232006509915179.3,-234345067079917.5,266765486982458.2,328834229379948.9,355079477736575.3,295333938206668.4,0.5999999999999668,8.051839469436541e-14,2.358404339732274,5.00851580674884e+21,-224688794684219.2,385982338654903.2,0.6902986566727752,0.04655739220297614,2.245029999540077,5.17844499679753e+21,-171920370336760.8
16369263.00040443,-233851618271818.2,231879651991002.3,-235223186888311.3,266797911191831.9,329324691415351.5,355683951094532.9,295333938206668.4,0.5999999999999669,8.054746136611569e-14,2.360428593896443,5.00851580674884e+21,-224688794684219.2,386025233719540.7,0.6903193532030184,0.04664105017338459,2.246740963711091,5.178591395147165e+21,-171901266571633.8
16413031.08329321,-234667390407727.6,231751143508842.2,-236100018556819.8,266828847169883.7,329814154696897.2,356287597938154.2,295333938206668.6,0.5999999999999667,8.086640873086253e-14,2.36244683371269,5.00851580674884e+21,-224688794684219.1,386067836034036.1,0.6903398577205039,0.04672426662636461,2.248446334537863,5.178737101694251e+21,-171882297387627.5
16456799.16618199,-235481499572940.5,231620992717065,-236975563705238.4,266858302233305.9,330302620196024.9,356890419126456.7,295333938206668.4,0.5999999999999667,8.015642909909275e-14,2.36445909811773,5.008515806748839e+21,-224688794684219.2,386110148187402.9,0.6903601722159396,0.0468070447328649,2.250146147429022,5.178882121130287e+21,-171863461544637.5
16500567.24907076,-236293947390723.9,231489207809300.1,-237849823957053.2,266886283648391.9,330790088886694.9,357492415522415.1,295333938206668.4,0.5999999999999667,8.021452183758829e-14,2.36646542571608,5.008515806748839e+21,-224688794684219.2,386152172740855.5,0.6903802986560109,0.04688938763616661,2.251840437485429,5.179026458105482e+21,-171844757816583.9
16544335.33195954,-237104735488373.9,231355796924922.1,-238722800939285.5,266912798631485.2,331276561745284.9,358093587992845.1,295333938206668.4,0.5999999999999668,8.000329895388033e-14,2.368465854783659,5.008515806748839e+21,-224688794684219.2,386193912228153.6,0.6904002389837126,0.04697129845215554,2.253529239503553,5.179170117229195e+21,-171826184991226
16588103.41484832,-237913865497045.7,231220768149528.5,-239594496282339.6,266937854349424.1,331762039750488,358693937408290.2,295333938206668.4,0.5999999999999666,7.979546937711419e-14,2.370460423271318,5.008515806748839e+21,-224688794684219.2,386235369155942.5,0.6904199951186766,0.04705278026958921,2.255212587978804,5.179313103070361e+21,-171807741869978.4
